,rawindex,zip,ll,district,population,popu_permilesquare,rank,zip_group
92,792.,12751,"41.682808, -74.656247","Kiamesha Lake, New York",387,185.89,"#11,353",127
93,793.,13036,"43.309256, -76.166775","Central Square, New York",8462,185.61,"#11,360",130
94,794.,12701,"41.652125, -74.698825","Monticello, New York",11522,184.21,"#11,387",127
95,795.,12974,"44.043787, -73.472821","Port Henry, New York",1540,184.13,"#11,389",129
96,796.,13132,"43.271927, -76.251046","Pennellville, New York",4310,183.89,"#11,395",131
97,797.,12828,"43.254993, -73.558355","Fort Edward, New York",8358,182.36,"#11,425",128
98,798.,11958,"41.039067, -72.464419","Peconic, New York",445,181.33,"#11,445",119
99,799.,12566,"41.622479, -74.340383","Pine Bush, New York",11061,180.37,"#11,462",125
100,800.,12572,"41.924885, -73.863664","Rhinebeck, New York",9960,180.07,"#11,472",125
1,801.,14589,"43.249424, -77.174261","Williamson, New York",7653,179.80,"#11,481",145
2,802.,10919,"41.526746, -74.378036","Circleville, New York",562,179.76,"#11,482",109
3,803.,12140,"42.696684, -73.540064","Poestenkill, New York",1303,177.63,"#11,541",121
4,804.,14487,"42.810905, -77.636990","Livonia, New York",5786,177.53,"#11,543",144
5,805.,14481,"42.770069, -77.921401","Leicester, New York",3676,177.34,"#11,548",144
6,806.,12792,"41.525311, -74.938845","Yulan, New York",295,176.99,"#11,558",127
7,807.,12413,"42.313984, -74.022160","Cairo, New York",2673,176.42,"#11,572",124
8,808.,14057,"42.640511, -78.879414","Eden, New York",8276,174.93,"#11,602",140
9,809.,14170,"42.700245, -78.674307","West Falls, New York",2633,173.96,"#11,625",141
10,810.,12173,"42.371855, -73.754161","Stuyvesant, New York",2357,173.04,"#11,648",121
11,811.,10926,"41.276440, -74.116509","Harriman, New York",3275,171.15,"#11,695",109
12,812.,14472,"42.973554, -77.576983","Honeoye Falls, New York",8140,170.04,"#11,716",144
13,813.,12170,"43.001956, -73.667271","Stillwater, New York",5037,168.46,"#11,754",121
14,814.,13669,"44.654951, -75.485053","Ogdensburg, New York",17892,167.75,"#11,770",136
15,815.,10516,"41.462100, -73.875003","Cold Spring, New York",5190,167.61,"#11,772",105
16,816.,11964,"41.055701, -72.316976","Shelter Island, New York",1148,167.57,"#11,773",119
17,817.,14432,"42.956106, -77.140338","Clifton Springs, New York",6106,166.73,"#11,789",144
18,818.,12789,"41.694323, -74.574261","Woodridge, New York",1677,166.35,"#11,801",127
19,819.,14414,"42.890961, -77.743757","Avon, New York",6428,164.99,"#11,830",144
20,820.,12583,"42.059591, -73.883626","Tivoli, New York",2427,164.31,"#11,844",125
21,821.,13456,"43.000897, -75.260892","Sauquoit, New York",4277,164.07,"#11,852",134
22,822.,12956,"44.097612, -73.481333","Mineville, New York",2036,163.49,"#11,865",129
23,823.,13148,"42.920125, -76.779988","Seneca Falls, New York",10913,159.30,"#11,969",131
24,824.,13607,"44.338200, -75.887805","Alexandria Bay, New York",2017,159.14,"#11,975",136
25,825.,12585,"41.726404, -73.691510","Verbank, New York",956,158.68,"#11,987",125
26,826.,12414,"42.235013, -73.924019","Catskill, New York",11641,157.73,"#12,004",124
27,827.,13165,"42.916639, -76.883297","Waterloo, New York",10828,157.68,"#12,006",131
28,828.,11932,"40.939791, -72.308369","Bridgehampton, New York",1429,156.98,"#12,025",119
29,829.,11975,"40.941107, -72.244466","Wainscott, New York",398,155.60,"#12,065",119
30,830.,14028,"43.318386, -78.719214","Burt, New York",1737,154.95,"#12,078",140
31,831.,14548,"42.976397, -77.240263","Shortsville, New York",4149,154.66,"#12,088",145
32,832.,11976,"40.929237, -72.347410","Water Mill, New York",1822,153.37,"#12,125",119
33,833.,12470,"42.293989, -74.037917","Purling, New York",729,153.28,"#12,128",124
34,834.,13032,"43.081629, -75.766050","Canastota, New York",12427,152.93,"#12,135",130
35,835.,12018,"42.628833, -73.520770","Averill Park, New York",7513,152.57,"#12,143",120
36,836.,12564,"41.577105, -73.589238","Pawling, New York",6644,151.41,"#12,166",125
37,837.,10998,"41.324048, -74.541192","Westtown, New York",3648,151.20,"#12,170",109
38,838.,12106,"42.386683, -73.711898","Kinderhook, New York",2297,149.79,"#12,199",121
39,839.,12903,"44.684070, -73.445756","Plattsburgh, New York",44,149.09,"#12,212",129
40,840.,12123,"42.522140, -73.606447","Nassau, New York",5245,148.56,"#12,225",121
41,841.,12009,"42.700772, -74.031194","Altamont, New York",7628,148.52,"#12,226",120
42,842.,13346,"42.817210, -75.538579","Hamilton, New York",5735,148.16,"#12,240",133
43,843.,14475,"42.937819, -77.498297","Ionia, New York",223,146.15,"#12,293",144
44,844.,11930,"40.988145, -72.104673","Amagansett, New York",1167,146.14,"#12,294",119
45,845.,14872,"42.228710, -76.872294","Pine Valley, New York",480,145.82,"#12,312",148
46,846.,14470,"43.205212, -78.057685","Holley, New York",8953,145.64,"#12,315",144
47,847.,14870,"42.182406, -77.124783","Painted Post, New York",9347,145.07,"#12,335",148
48,848.,14428,"43.077283, -77.872558","Churchville, New York",7539,145.01,"#12,337",144
49,849.,14069,"42.600308, -78.638387","Glenwood, New York",785,144.19,"#12,361",140
50,850.,12428,"41.734369, -74.457205","Ellenville, New York",8367,144.13,"#12,364",124
51,851.,14001,"43.036593, -78.510856","Akron, New York",9289,142.12,"#12,422",140
52,852.,14733,"42.160122, -79.172199","Falconer, New York",4019,142.10,"#12,423",147
53,853.,12849,"43.441613, -73.300072","Middle Granville, New York",445,141.75,"#12,431",128
54,854.,13490,"43.109467, -75.424150","Westmoreland, New York",1710,141.50,"#12,438",134
55,855.,12451,"42.309379, -73.958879","Leeds, New York",1496,141.36,"#12,443",124
56,856.,14546,"43.032675, -77.780006","Scottsville, New York",5479,140.58,"#12,464",145
57,857.,13076,"43.353717, -76.149319","Hastings, New York",2344,140.48,"#12,467",130
58,858.,13080,"43.080922, -76.465078","Jordan, New York",3553,140.45,"#12,471",130
59,859.,14103,"43.211161, -78.376770","Medina, New York",11612,139.88,"#12,489",141
60,860.,13166,"43.068039, -76.544080","Weedsport, New York",6107,139.15,"#12,506",131
61,861.,14482,"42.973460, -77.960890","Le Roy, New York",9198,139.01,"#12,509",144
62,862.,14585,"42.889753, -77.546889","West Bloomfield, New York",273,138.68,"#12,525",145
63,863.,13655,"44.982056, -74.650084","Hogansburg, New York",2558,138.40,"#12,536",136
64,864.,14843,"42.320079, -77.646339","Hornell, New York",13383,138.25,"#12,540",148
65,865.,14505,"43.159419, -77.168961","Marion, New York",5908,137.77,"#12,551",145
66,866.,14787,"42.311648, -79.571405","Westfield, New York",5487,137.00,"#12,578",147
67,867.,13476,"43.087503, -75.509514","Vernon, New York",3219,134.24,"#12,664",134
68,868.,12788,"41.787539, -74.589314","Woodbourne, New York",2935,134.20,"#12,667",127
69,869.,14172,"43.286046, -78.818100","Wilson, New York",3230,133.56,"#12,683",141
70,870.,14551,"43.218114, -77.049402","Sodus, New York",5596,133.44,"#12,689",145
71,871.,12578,"41.808483, -73.781304","Salt Point, New York",2105,132.28,"#12,724",125
72,872.,13827,"42.109832, -76.249951","Owego, New York",11823,132.16,"#12,728",138
73,873.,12575,"41.486109, -74.158896","Rock Tavern, New York",2089,131.84,"#12,739",125
74,874.,13815,"42.547416, -75.533555","Norwich, New York",14019,131.50,"#12,758",138
75,875.,13340,"43.061642, -75.128570","Frankfort, New York",7937,130.86,"#12,778",133
76,876.,12025,"43.083346, -74.138092","Broadalbin, New York",5683,130.46,"#12,789",120
77,877.,12871,"43.088569, -73.612965","Schuylerville, New York",4033,130.38,"#12,792",128
78,878.,12747,"41.750928, -74.692894","Hurleyville, New York",1939,130.37,"#12,793",127
79,879.,12962,"44.710163, -73.594763","Morrisonville, New York",5967,130.13,"#12,807",129
80,880.,14712,"42.183745, -79.361923","Bemus Point, New York",3533,129.79,"#12,824",147
81,881.,13612,"43.985237, -75.769370","Black River, New York",2711,129.63,"#12,828",136
82,882.,14485,"42.882635, -77.601026","Lima, New York",4593,129.39,"#12,834",144
83,883.,12507,"42.008365, -73.918926","Barrytown, New York",108,129.14,"#12,845",125
84,884.,10958,"41.379281, -74.423711","New Hampton, New York",2967,129.09,"#12,846",109
85,885.,13152,"42.905238, -76.381554","Skaneateles, New York",8453,128.75,"#12,856",131
86,886.,12192,"42.417040, -73.817206","West Coxsackie, New York",2270,128.23,"#12,873",121
87,887.,12863,"43.063469, -73.935709","Rock City Falls, New York",596,127.39,"#12,905",128
88,888.,12043,"42.693970, -74.530506","Cobleskill, New York",8207,126.60,"#12,939",120
89,889.,13053,"42.479574, -76.267919","Dryden, New York",4413,126.51,"#12,940",130
90,890.,14131,"43.235271, -78.899008","Ransomville, New York",5307,124.95,"#12,984",141
91,891.,14025,"42.621454, -78.726069","Boston, New York",3141,124.91,"#12,985",140
92,892.,14411,"43.235972, -78.216477","Albion, New York",14676,124.78,"#12,994",144
93,893.,14530,"42.741094, -78.014636","Perry, New York",5780,124.53,"#13,001",145
94,894.,13164,"43.092042, -76.313051","Warners, New York",1759,124.25,"#13,013",131
95,895.,14543,"42.990648, -77.679529","Rush, New York",3296,123.87,"#13,027",145
96,896.,13833,"42.198205, -75.768632","Port Crane, New York",4463,123.69,"#13,032",138
97,897.,12775,"41.623302, -74.592546","Rock Hill, New York",1666,122.96,"#13,053",127
98,898.,12749,"41.689959, -74.826713","Kauneonga Lake, New York",251,122.24,"#13,074",127
99,899.,12041,"42.539990, -73.973842","Clarksville, New York",14,121.41,"#13,103",120
100,900.,12778,"41.642678, -74.817550","Smallwood, New York",735,121.32,"#13,110",127
1,901.,12484,"41.861839, -74.176528","Stone Ridge, New York",2540,121.13,"#13,117",124
2,902.,14865,"42.356119, -76.826721","Montour Falls, New York",2699,120.48,"#13,138",148
3,903.,12433,"42.000525, -74.156458","Glenford, New York",404,120.30,"#13,143",124
4,904.,14882,"42.580117, -76.553258","Lansing, New York",3943,119.52,"#13,170",148
5,905.,13685,"43.925467, -76.085519","Sackets Harbor, New York",2206,119.49,"#13,174",136
6,906.,12522,"41.720153, -73.581931","Dover Plains, New York",5691,119.24,"#13,186",125
7,907.,13637,"44.106202, -75.818322","Evans Mills, New York",3849,118.93,"#13,200",136
8,908.,13145,"43.651660, -76.123014","Sandy Creek, New York",1874,118.44,"#13,223",131
9,909.,14011,"42.830674, -78.299709","Attica, New York",8170,117.57,"#13,257",140
10,910.,12405,"42.322121, -74.071832","Acra, New York",454,116.16,"#13,312",124
11,911.,14816,"42.188762, -76.737056","Breesport, New York",624,115.83,"#13,323",148
12,912.,12070,"42.981313, -74.265712","Fort Johnson, New York",1276,115.71,"#13,327",120
13,913.,12833,"43.140518, -73.857206","Greenfield Center, New York",4492,115.54,"#13,336",128
14,914.,12460,"42.409805, -74.162475","Oak Hill, New York",376,115.42,"#13,343",124
15,915.,13308,"43.251374, -75.660412","Blossvale, New York",4867,114.94,"#13,362",133
16,916.,12068,"42.956072, -74.401834","Fonda, New York",3999,114.73,"#13,370",120
17,917.,13074,"43.319627, -76.550317","Hannibal, New York",4340,114.58,"#13,380",130
18,918.,12056,"42.764876, -74.100328","Duanesburg, New York",2219,114.22,"#13,394",120
19,919.,12791,"41.809139, -74.913540","Youngsville, New York",448,113.68,"#13,422",127
20,920.,14033,"42.660306, -78.684252","Colden, New York",2062,112.99,"#13,445",140
21,921.,13363,"43.337328, -75.512822","Lee Center, New York",2397,112.90,"#13,449",133
22,922.,12526,"42.122234, -73.858769","Germantown, New York",3638,112.74,"#13,454",125
23,923.,13304,"43.231963, -75.170870","Barneveld, New York",1655,111.93,"#13,483",133
24,924.,14769,"42.367931, -79.472317","Portland, New York",1024,111.83,"#13,491",147
25,925.,13073,"42.583670, -76.387923","Groton, New York",6000,111.34,"#13,516",130
26,926.,14070,"42.419658, -78.917725","Gowanda, New York",5735,110.57,"#13,555",140
27,927.,14489,"43.088381, -76.994347","Lyons, New York",7669,109.24,"#13,615",144
28,928.,12752,"41.676704, -74.991679","Lake Huntington, New York",145,109.14,"#13,618",127
29,929.,13428,"42.915071, -74.546238","Palatine Bridge, New York",1698,108.85,"#13,634",134
30,930.,14532,"42.964101, -77.032088","Phelps, New York",4392,108.25,"#13,663",145
31,931.,12859,"43.167174, -73.896576","Porter Corners, New York",1984,107.53,"#13,684",128
32,932.,12748,"41.770795, -74.928957","Jeffersonville, New York",1929,107.05,"#13,712",127
33,933.,14125,"43.084919, -78.274609","Oakfield, New York",3839,107.02,"#13,716",141
34,934.,12090,"42.876802, -73.351525","Hoosick Falls, New York",6189,106.75,"#13,725",120
35,935.,14478,"42.572191, -77.128404","Keuka Park, New York",1364,106.75,"#13,726",144
36,936.,12037,"42.338761, -73.565767","Chatham, New York",4017,106.52,"#13,742",120
37,937.,14416,"43.083960, -77.992253","Bergen, New York",3875,106.52,"#13,743",144
38,938.,13408,"42.919020, -75.664315","Morrisville, New York",3908,106.48,"#13,747",134
39,939.,14744,"42.424066, -78.217658","Houghton, New York",2282,106.14,"#13,763",147
40,940.,13068,"42.500037, -76.365082","Freeville, New York",5038,105.76,"#13,776",130
41,941.,13619,"43.978952, -75.600977","Carthage, New York",11112,105.64,"#13,781",136
42,942.,13077,"42.711074, -76.206959","Homer, New York",6823,105.61,"#13,783",130
43,943.,13676,"44.654960, -74.926222","Potsdam, New York",17029,105.45,"#13,794",136
44,944.,13084,"42.880541, -76.124474","La Fayette, New York",4215,105.39,"#13,799",130
45,945.,14141,"42.518547, -78.700622","Springville, New York",7858,104.83,"#13,823",141
46,946.,13114,"43.463656, -76.241569","Mexico, New York",6462,104.63,"#13,830",131
47,947.,12440,"41.803951, -74.140091","High Falls, New York",2010,104.51,"#13,833",124
48,948.,11957,"41.153376, -72.263818","Orient, New York",662,104.48,"#13,835",119
49,949.,10170,"40.752625, -73.975877","New York, New York",1,103.92,"#13,864",101
50,950.,14864,"42.285203, -76.845703","Millport, New York",1427,103.60,"#13,871",148
51,951.,12514,"41.877418, -73.764441","Clinton Corners, New York",2854,102.78,"#13,905",125
52,952.,13777,"42.251796, -75.994246","Glen Aubrey, New York",1049,102.62,"#13,911",137
53,953.,14042,"42.462371, -78.473211","Delevan, New York",4553,102.50,"#13,920",140
54,954.,14105,"43.180186, -78.486578","Middleport, New York",4483,102.42,"#13,925",141
55,955.,13668,"44.755152, -74.998740","Norwood, New York",3173,102.38,"#13,927",136
56,956.,14067,"43.212160, -78.556274","Gasport, New York",5128,102.36,"#13,930",140
57,957.,10969,"41.294796, -74.487978","Pine Island, New York",1084,101.95,"#13,948",109
58,958.,12525,"41.689432, -74.208280","Gardiner, New York",2868,101.58,"#13,964",125
59,959.,14437,"42.569208, -77.733176","Dansville, New York",12296,101.47,"#13,969",144
60,960.,13035,"42.931819, -75.824233","Cazenovia, New York",8065,101.44,"#13,971",130
61,961.,12420,"41.671045, -74.383413","Cragsmoor, New York",369,100.37,"#14,012",124
62,962.,14423,"42.937814, -77.835109","Caledonia, New York",4953,100.25,"#14,018",144
63,963.,14770,"42.025254, -78.293380","Portville, New York",3269,100.17,"#14,022",147
64,964.,14810,"42.348980, -77.344542","Bath, New York",12536,100.03,"#14,028",148
65,965.,13478,"43.144012, -75.581897","Verona, New York",3219,99.98,"#14,033",134
66,966.,12125,"42.475027, -73.412709","New Lebanon, New York",1493,99.68,"#14,051",121
67,967.,12404,"41.818967, -74.236062","Accord, New York",3772,99.24,"#14,072",124
68,968.,13407,"42.965377, -74.944407","Mohawk, New York",5724,99.03,"#14,085",134
69,969.,13167,"43.330099, -76.066134","West Monroe, New York",3449,98.85,"#14,105",131
70,970.,12157,"42.669798, -74.286077","Schoharie, New York",3987,98.80,"#14,109",121
71,971.,12845,"43.424813, -73.718378","Lake George, New York",4801,98.75,"#14,111",128
72,972.,13744,"42.243494, -75.907999","Castle Creek, New York",1202,98.61,"#14,118",137
73,973.,13160,"42.827598, -76.648904","Union Springs, New York",1856,98.43,"#14,130",131
74,974.,14036,"42.973851, -78.389527","Corfu, New York",5243,98.22,"#14,142",140
75,975.,14545,"42.662130, -77.699536","Scottsburg, New York",203,97.91,"#14,155",145
76,976.,12838,"43.328764, -73.401454","Hartford, New York",649,97.53,"#14,177",128
77,977.,14466,"42.779916, -77.583278","Hemlock, New York",1593,97.39,"#14,189",144
78,978.,14476,"43.329379, -78.042800","Kendall, New York",2623,96.81,"#14,219",144
79,979.,12134,"43.235596, -74.140135","Northville, New York",2623,96.23,"#14,258",121
80,980.,14471,"42.747504, -77.499442","Honeoye, New York",2861,95.89,"#14,271",144
81,981.,12844,"43.489063, -73.621362","Kattskill Bay, New York",269,95.85,"#14,273",128
82,982.,13110,"42.889042, -76.276926","Marietta, New York",2472,95.54,"#14,283",131
83,983.,14706,"42.106183, -78.528294","Allegany, New York",7596,95.16,"#14,299",147
84,984.,13746,"42.237222, -75.862775","Chenango Forks, New York",2203,95.09,"#14,303",137
85,985.,12785,"41.521037, -74.589126","Westbrookville, New York",186,94.98,"#14,307",127
86,986.,12035,"42.733746, -74.371881","Central Bridge, New York",1287,94.15,"#14,356",120
87,987.,14081,"42.563205, -79.067832","Irving, New York",3418,94.07,"#14,364",140
88,988.,13624,"44.209480, -76.093055","Clayton, New York",5810,93.90,"#14,374",136
89,989.,14527,"42.666969, -77.068146","Penn Yan, New York",12970,93.90,"#14,375",145
90,990.,12185,"42.922756, -73.545061","Valley Falls, New York",2096,93.67,"#14,389",121
91,991.,14469,"42.873417, -77.462990","Bloomfield, New York",5982,93.54,"#14,399",144
92,992.,12121,"42.851135, -73.612683","Melrose, New York",1806,92.82,"#14,435",121
93,993.,10975,"41.267079, -74.172263","Southfields, New York",307,92.36,"#14,457",109
94,994.,13112,"43.095233, -76.407971","Memphis, New York",1922,91.87,"#14,481",131
95,995.,13142,"43.556406, -76.129199","Pulaski, New York",6595,91.29,"#14,520",131
96,996.,12972,"44.555281, -73.539491","Peru, New York",5615,91.21,"#14,529",129
97,997.,14779,"42.137151, -78.741310","Salamanca, New York",7352,90.47,"#14,576",147
98,998.,13365,"43.070063, -74.850276","Little Falls, New York",8926,90.46,"#14,578",133
99,999.,14895,"42.081440, -77.940922","Wellsville, New York",10311,90.40,"#14,581",148
100,1000.,13406,"43.141034, -74.935218","Middleville, New York",710,89.76,"#14,626",134
1,1001.,13140,"43.060381, -76.650274","Port Byron, New York",4915,89.67,"#14,630",131
2,1002.,14886,"42.505751, -76.684980","Trumansburg, New York",6441,89.07,"#14,667",148
3,1003.,12431,"42.362023, -74.023533","Freehold, New York",1463,88.77,"#14,684",124
4,1004.,13034,"42.961986, -76.711189","Cayuga, New York",1933,88.49,"#14,705",130
5,1005.,14516,"43.197860, -76.911334","North Rose, New York",2672,87.85,"#14,742",145
6,1006.,14111,"42.584773, -78.895160","North Collins, New York",3160,87.50,"#14,772",141
7,1007.,13317,"42.862103, -74.589232","Canajoharie, New York",3809,87.36,"#14,777",133
8,1008.,12822,"43.228513, -73.922216","Corinth, New York",5721,87.02,"#14,799",128
9,1009.,14139,"42.711704, -78.528617","South Wales, New York",2031,86.82,"#14,812",141
10,1010.,14871,"42.039625, -76.911418","Pine City, New York",4908,86.10,"#14,868",148
11,1011.,12516,"42.108103, -73.551361","Copake, New York",1806,86.04,"#14,874",125
12,1012.,14080,"42.634961, -78.561244","Holland, New York",4727,85.83,"#14,886",140
13,1013.,14517,"42.593398, -77.892894","Nunda, New York",2801,85.11,"#14,931",145
14,1014.,14569,"42.750485, -78.169399","Warsaw, New York",6481,84.78,"#14,945",145
15,1015.,14891,"42.377014, -76.946182","Watkins Glen, New York",4409,84.74,"#14,947",148
16,1016.,12729,"41.489701, -74.613104","Cuddebackville, New York",1302,84.55,"#14,963",127
17,1017.,13054,"43.169352, -75.666823","Durhamville, New York",2162,84.49,"#14,966",130
18,1018.,12067,"42.557461, -73.920294","Feura Bush, New York",1854,83.72,"#15,017",120
19,1019.,14590,"43.245357, -76.832127","Wolcott, New York",5385,83.47,"#15,034",145
20,1020.,12493,"41.785589, -73.974095","West Park, New York",547,83.40,"#15,039",124
21,1021.,12592,"41.783329, -73.556777","Wassaic, New York",1214,83.22,"#15,052",125
22,1022.,12545,"41.779068, -73.677258","Millbrook, New York",4850,83.22,"#15,054",125
23,1023.,13802,"42.242134, -76.041266","Maine, New York",743,83.18,"#15,055",138
24,1024.,12075,"42.299922, -73.633627","Ghent, New York",3106,82.77,"#15,083",120
25,1025.,14867,"42.343150, -76.618094","Newfield, New York",5430,82.61,"#15,093",148
26,1026.,14521,"42.688238, -76.804245","Ovid, New York",3624,82.06,"#15,127",145
27,1027.,13634,"44.026880, -76.083381","Dexter, New York",3825,81.93,"#15,133",136
28,1028.,14039,"42.831525, -78.177221","Dale, New York",117,81.78,"#15,144",140
29,1029.,13044,"43.304757, -75.993273","Constantia, New York",2776,81.41,"#15,169",130
30,1030.,12742,"41.724328, -74.723518","Harris, New York",132,81.35,"#15,173",127
31,1031.,13425,"42.970137, -75.490673","Oriskany Falls, New York",1970,80.99,"#15,195",134
32,1032.,14757,"42.246047, -79.504370","Mayville, New York",3875,80.80,"#15,211",147
33,1033.,12953,"44.764710, -74.279566","Malone, New York",16270,80.72,"#15,218",129
34,1034.,12832,"43.358861, -73.318017","Granville, New York",7199,80.68,"#15,224",128
35,1035.,13042,"43.260450, -75.852580","Cleveland, New York",2479,80.57,"#15,231",130
36,1036.,11962,"40.938156, -72.269650","Sagaponack, New York",405,79.81,"#15,277",119
37,1037.,13617,"44.580531, -75.142767","Canton, New York",10942,79.57,"#15,287",136
38,1038.,12921,"44.888344, -73.432591","Chazy, New York",2392,79.53,"#15,289",129
39,1039.,13322,"42.977305, -75.198364","Clayville, New York",1104,79.47,"#15,293",133
40,1040.,12523,"42.069887, -73.753418","Elizaville, New York",1976,78.99,"#15,333",125
41,1041.,12083,"42.424856, -74.026466","Greenville, New York",3154,78.79,"#15,347",120
42,1042.,13862,"42.330958, -75.931008","Whitney Point, New York",3936,77.63,"#15,426",138
43,1043.,12094,"42.899423, -73.489795","Johnsonville, New York",2163,77.44,"#15,446",120
44,1044.,12746,"41.442314, -74.665141","Huguenot, New York",1144,77.27,"#15,458",127
45,1045.,13143,"43.235788, -76.714793","Red Creek, New York",3416,77.26,"#15,459",131
46,1046.,12919,"44.959984, -73.454730","Champlain, New York",2957,77.22,"#15,462",129
47,1047.,14143,"42.968891, -78.076941","Stafford, New York",1347,77.12,"#15,466",141
48,1048.,14533,"42.853887, -77.902665","Piffard, New York",2320,76.87,"#15,487",145
49,1049.,13861,"42.508540, -75.151092","West Oneonta, New York",652,76.58,"#15,509",138
50,1050.,13328,"42.981397, -75.426471","Deansboro, New York",1266,76.41,"#15,517",133
51,1051.,13131,"43.423243, -76.091802","Parish, New York",4029,76.35,"#15,521",131
52,1052.,13812,"42.034436, -76.348183","Nichols, New York",2454,76.23,"#15,532",138
53,1053.,12790,"41.563427, -74.527399","Wurtsboro, New York",5454,76.19,"#15,536",127
54,1054.,14422,"43.087057, -78.059979","Byron, New York",2518,76.14,"#15,541",144
55,1055.,12137,"42.860367, -74.133040","Pattersonville, New York",1544,76.14,"#15,543",121
56,1056.,12423,"42.382493, -74.109110","East Durham, New York",1041,76.08,"#15,553",124
57,1057.,13156,"43.325994, -76.661304","Sterling, New York",2313,76.07,"#15,555",131
58,1058.,14012,"43.332173, -78.532622","Barker, New York",2603,75.85,"#15,568",140
59,1059.,14869,"42.368195, -76.768955","Odessa, New York",1435,75.66,"#15,578",148
60,1060.,11430,"40.650916, -73.788526","Jamaica, New York",229,75.35,"#15,606",114
61,1061.,12058,"42.345129, -73.918376","Earlton, New York",1400,75.28,"#15,612",120
62,1062.,12918,"44.663770, -73.699653","Cadyville, New York",2781,75.17,"#15,621",129
63,1063.,14009,"42.593267, -78.397520","Arcade, New York",5695,75.17,"#15,622",140
64,1064.,14435,"42.711869, -77.666023","Conesus, New York",2733,74.41,"#15,679",144
65,1065.,14710,"42.087770, -79.419847","Ashville, New York",3961,74.38,"#15,683",147
66,1066.,12834,"43.088945, -73.500552","Greenwich, New York",6678,73.20,"#15,765",128
67,1067.,14718,"42.345814, -79.287617","Cassadaga, New York",2183,73.14,"#15,771",147
68,1068.,12780,"41.457111, -74.701686","Sparrow Bush, New York",2117,72.70,"#15,809",127
69,1069.,12412,"42.002120, -74.229211","Boiceville, New York",927,72.57,"#15,821",124
70,1070.,13811,"42.225336, -76.179839","Newark Valley, New York",4348,72.46,"#15,825",138
71,1071.,14030,"42.559707, -78.490059","Chaffee, New York",1617,72.41,"#15,833",140
72,1072.,12501,"41.853423, -73.557731","Amenia, New York",2340,72.33,"#15,840",125
73,1073.,14415,"42.753296, -77.023266","Bellona, New York",62,72.02,"#15,864",144
74,1074.,12416,"42.102658, -74.282783","Chichester, New York",87,72.00,"#15,866",124
75,1075.,13480,"42.917856, -75.363163","Waterville, New York",3459,71.97,"#15,871",134
76,1076.,12117,"43.169293, -74.261094","Mayfield, New York",3223,71.60,"#15,900",121
77,1077.,12763,"41.690603, -74.525308","Mountain Dale, New York",766,71.34,"#15,919",127
78,1078.,12485,"42.204654, -74.116052","Tannersville, New York",1480,71.23,"#15,930",124
79,1079.,13606,"43.866400, -76.022787","Adams Center, New York",2727,71.16,"#15,942",136
80,1080.,10987,"41.199212, -74.224545","Tuxedo Park, New York",3148,70.78,"#15,974",109
81,1081.,12446,"41.790937, -74.314960","Kerhonkson, New York",4925,70.62,"#15,990",124
82,1082.,14040,"42.882168, -78.377535","Darien Center, New York",2331,70.48,"#15,999",140
83,1083.,12765,"41.852332, -74.621157","Neversink, New York",836,70.39,"#16,013",127
84,1084.,12053,"42.757543, -74.190866","Delanson, New York",4497,70.32,"#16,019",120
85,1085.,14550,"42.676483, -78.098453","Silver Springs, New York",1732,70.15,"#16,037",145
86,1086.,13159,"42.824842, -76.116211","Tully, New York",5277,70.08,"#16,045",131
87,1087.,12727,"41.660107, -74.982500","Cochecton Center, New York",23,69.84,"#16,070",127
88,1088.,13667,"44.837240, -74.960450","Norfolk, New York",3524,69.47,"#16,111",136
89,1089.,14433,"43.077038, -76.878578","Clyde, New York",4679,69.32,"#16,125",144
90,1090.,13460,"42.686926, -75.458076","Sherburne, New York",4424,69.13,"#16,141",134
91,1091.,12434,"42.354338, -74.482882","Grand Gorge, New York",663,69.13,"#16,143",124
92,1092.,14571,"43.345849, -78.253890","Waterport, New York",1119,69.01,"#16,154",145
93,1093.,13033,"43.188494, -76.562626","Cato, New York",4544,68.94,"#16,162",130
94,1094.,12816,"43.043657, -73.363490","Cambridge, New York",4845,68.63,"#16,183",128
95,1095.,06390,"41.277367, -71.952693","Fishers Island, New York",289,68.43,"#16,200",063
96,1096.,14544,"42.756251, -77.243735","Rushville, New York",1908,68.35,"#16,210",145
97,1097.,12860,"43.705345, -73.757999","Pottersville, New York",1150,68.33,"#16,213",128
98,1098.,13028,"43.297634, -75.895223","Bernhards Bay, New York",1380,68.14,"#16,226",130
99,1099.,14037,"42.808401, -78.450075","Cowlesville, New York",1067,67.87,"#16,250",140
100,1100.,14510,"42.683839, -77.881897","Mount Morris, New York",5094,67.55,"#16,274",145
1,1101.,14572,"42.564924, -77.562596","Wayland, New York",5282,67.49,"#16,276",145
2,1102.,14777,"42.400206, -78.280334","Rushford, New York",620,67.47,"#16,279",147
3,1103.,13409,"42.974873, -75.596977","Munnsville, New York",2181,67.41,"#16,284",134
4,1104.,13329,"43.110979, -74.703510","Dolgeville, New York",3976,67.35,"#16,289",133
5,1105.,13477,"43.035802, -75.516213","Vernon Center, New York",1398,67.04,"#16,313",134
6,1106.,12546,"41.948000, -73.523357","Millerton, New York",3103,66.87,"#16,329",125
7,1107.,13694,"44.857601, -75.146018","Waddington, New York",1360,66.75,"#16,345",136
8,1108.,13797,"42.333665, -76.040401","Lisle, New York",2405,66.33,"#16,382",137
